0	2060952812	sigmod
1	2037133727	sigmod
2	1974980886	sigmod
3	2037824148	sigmod
4	1974695870	sigmod
5	1965282686	sigmod
6	2251771415	sigmod
7	2139874739	sigmod
8	2097880677	sigmod
9	2139238107	sigmod
10	2143519641	sigmod
11	2062219774	sigmod
12	2015432483	sigmod
13	1978309035	sigmod
14	2065110301	sigmod
15	2154249029	sigmod
16	1998545184	sigmod
17	1970359182	sigmod
18	2001845525	sigmod
19	2114004713	sigmod
20	2056259203	sigmod
21	2016443758	sigmod
22	2053513799	sigmod
23	1970448151	sigmod
24	1986319134	sigmod
25	1983094331	sigmod
26	2080263564	sigmod
27	2032152151	sigmod
28	2015068727	sigmod
29	2085821876	sigmod
30	169126140	sigmod
31	2076855408	sigmod
32	1982749942	sigmod
33	1994341124	sigmod
34	1991917859	sigmod
35	2122956021	sigmod
36	2092954093	sigmod
37	2107763879	sigmod
38	1991994685	sigmod
39	2119843648	sigmod
40	2107254606	sigmod
41	2087829218	sigmod
42	2017666497	sigmod
43	152656379	sigmod
44	2161319241	sigmod
45	2094174879	sigmod
46	2084248338	sigmod
47	2078132546	sigmod
48	2022760666	sigmod
49	1988287322	sigmod
50	2125208521	sigmod
51	2089700089	sigmod
52	2098089331	sigmod
53	2128402609	sigmod
54	2029724750	sigmod
55	2018995228	sigmod
56	2120652260	sigmod
57	2114640218	sigmod
58	2030787155	sigmod
59	2099225351	sigmod
60	2116233288	sigmod
61	2244920174	sigmod
62	2021817268	sigmod
63	1989037929	sigmod
64	2109282506	sigmod
65	1981097903	sigmod
66	112135964	sigmod
67	2060539976	sigmod
68	2062140606	sigmod
69	2025624833	sigmod
70	2017793651	sigmod
71	2148549374	sigmod
72	2088675571	sigmod
73	2054870222	sigmod
74	2031448219	sigmod
75	2023973547	sigmod
76	2082424685	sigmod
77	2076538837	sigmod
78	2053075747	sigmod
79	2131634374	sigmod
80	2095368000	sigmod
81	2041780659	sigmod
82	2069171862	sigmod
83	2040069228	sigmod
84	1981339084	sigmod
85	2043226436	sigmod
86	2093270024	sigmod
87	2127899808	sigmod
88	2088920665	sigmod
89	2117461391	sigmod
90	2157085223	sigmod
91	2058797612	sigmod
92	2150708135	sigmod
93	1521675867	sigmod
94	2069200608	sigmod
95	2023987238	sigmod
96	2014603610	sigmod
97	2064290367	sigmod
98	2235589814	sigmod
99	2058437258	sigmod
100	2015956761	sigmod
101	2057513751	sigmod
102	2126354234	sigmod
103	1996185014	sigmod
104	2001713350	sigmod
105	2061830134	sigmod
106	2061716419	sigmod
107	2117281615	sigmod
108	2155909634	sigmod
109	2068486073	sigmod
110	2099102906	sigmod
111	1979117702	sigmod
112	2112013978	sigmod
113	249788675	sigmod
114	2204433493	sigmod
115	2019421101	sigmod
116	2048918282	sigmod
117	2150569458	sigmod
118	2140907203	sigmod
119	2047348798	sigmod
120	2099655235	sigmod
121	2093490165	sigmod
122	2088958550	sigmod
123	2030530147	sigmod
124	63702235	sigmod
125	1986314747	sigmod
126	2122731071	sigmod
127	2025288752	sigmod
128	2012490709	sigmod
129	2020141674	sigmod
130	2085281934	sigmod
131	1983881327	sigmod
132	1537780213	sigmod
133	2165193650	sigmod
134	1973429417	sigmod
135	2160987984	sigmod
136	1978215702	sigmod
137	2032311942	sigmod
138	2114226753	sigmod
139	2129084475	sigmod
140	2167443373	sigmod
141	2133676910	sigmod
142	2080484072	sigmod
143	2085999189	sigmod
144	2004261580	sigmod
145	1987288934	sigmod
146	2084757499	sigmod
147	2012056301	sigmod
148	1980302278	sigmod
149	2163763098	sigmod
150	2133650213	sigmod
151	2074192731	sigmod
152	2001543911	sigmod
153	2119418423	sigmod
154	2080214028	sigmod
155	2016747857	sigmod
156	2104803737	sigmod
157	1997354355	sigmod
158	1998688529	sigmod
159	2093809072	sigmod
160	2002075602	sigmod
161	2116013009	sigmod
162	2088696141	sigmod
163	2087049211	sigmod
164	2099858350	sigmod
165	2079372196	sigmod
166	1588990136	sigmod
167	2084078215	sigmod
168	1977041795	sigmod
169	1974300725	sigmod
170	2130211668	sigmod
171	2012401665	sigmod
172	2081646851	sigmod
173	2074192118	sigmod
174	2000207418	sigmod
175	2077894236	sigmod
176	2103086360	sigmod
177	123591696	sigmod
178	1975887898	sigmod
179	2124627189	sigmod
180	2090885171	sigmod
181	2014185546	sigmod
182	2025164275	sigmod
183	1984008387	sigmod
184	1981585544	sigmod
185	201367383	sigmod
186	2130842187	sigmod
187	1974542719	sigmod
188	2009724825	sigmod
189	2084011265	sigmod
190	2116258144	sigmod
191	1979653598	sigmod
192	2033377927	sigmod
193	2099239777	sigmod
194	2021724486	sigmod
195	174100100	sigmod
196	2065355661	sigmod
197	2147864684	sigmod
198	1990901645	sigmod
199	2139979322	sigmod
200	1999887819	sigmod
201	2046298800	sigmod
202	2058112041	sigmod
203	2140609014	sigmod
204	2035173902	sigmod
205	2103866954	sigmod
206	1999075372	sigmod
207	2155778674	sigmod
208	2141819658	sigmod
209	2048367674	sigmod
210	2053643516	sigmod
211	2204972653	sigmod
212	1983623481	sigmod
213	2065426594	sigmod
214	2014208332	sigmod
215	2068744167	sigmod
216	2146377092	sigmod
217	1993535057	sigmod
218	1995787994	sigmod
219	2063191638	sigmod
220	2241217517	sigmod
221	2044490262	sigmod
222	28680318	sigmod
223	2098571654	sigmod
224	2109631432	sigmod
225	2002643280	sigmod
226	1977848225	sigmod
227	2056210580	sigmod
228	2097111141	sigmod
229	2097710895	sigmod
230	2007682403	sigmod
231	1993219230	sigmod
232	2127279146	sigmod
233	2068239999	sigmod
234	2050270747	sigmod
235	2137682733	sigmod
236	2130527449	sigmod
237	1994441352	sigmod
238	2115799249	sigmod
239	1989494908	sigmod
240	2049127440	sigmod
241	2002826893	sigmod
242	2150630976	sigmod
243	2018470393	sigmod
244	2036666100	sigmod
245	2022239314	sigmod
246	2011308078	sigmod
247	2145061307	sigmod
248	2056594352	sigmod
249	2111295912	sigmod
250	2004621121	sigmod
251	107280144	sigmod
252	2150713082	sigmod
253	2068763390	sigmod
254	1552866552	sigmod
255	2043499927	sigmod
256	2057796069	sigmod
257	2088398920	sigmod
258	1991373902	sigmod
259	2077556543	sigmod
260	2064766373	sigmod
261	1985361911	sigmod
262	2092175024	sigmod
263	2129440584	sigmod
264	2092244948	sigmod
265	2028524154	sigmod
266	2053979284	sigmod
267	2075561268	sigmod
268	1981029608	sigmod
269	2048683536	sigmod
270	2071676926	sigmod
271	2050912900	sigmod
272	2106742801	sigmod
273	2107966677	sigmod
274	2151772024	sigmod
275	2081495863	sigmod
276	1983203442	sigmod
277	43697272	sigmod
278	2068645020	sigmod
279	2162061797	sigmod
280	2167333415	sigmod
281	2054391863	sigmod
282	2134170665	sigmod
283	1988981363	sigmod
284	2142099410	sigmod
285	2069555406	sigmod
286	2045141511	sigmod
287	1559447272	sigmod
288	2071573172	sigmod
289	2023193572	sigmod
290	2166996142	sigmod
291	2095498219	sigmod
292	1589703522	sigmod
293	1985921582	sigmod
294	2113391493	sigmod
295	2146584949	sigmod
296	2019260574	sigmod
297	2106105896	sigmod
298	2163270148	sigmod
299	2065787044	sigmod
300	1994626775	sigmod
301	2041032862	sigmod
302	2108510805	sigmod
303	63588562	sigmod
304	2060479025	sigmod
305	1584651937	sigmod
306	2049028959	sigmod
307	2066799613	sigmod
308	2061186245	sigmod
309	2044550868	sigmod
310	1981398125	sigmod
311	2031333649	sigmod
312	2064784803	sigmod
313	1986456068	sigmod
314	2023780854	sigmod
315	2086413055	sigmod
316	2077760583	sigmod
317	2249532396	sigmod
318	1987163291	sigmod
319	1994862698	sigmod
320	2070593017	sigmod
321	64543750	sigmod
322	1995339490	sigmod
323	2165207129	sigmod
324	1988072050	sigmod
325	1996846921	sigmod
326	1991514581	sigmod
327	2164281374	sigmod
328	2006121467	sigmod
329	2113097177	sigmod
330	63713689	sigmod
331	2250732908	sigmod
332	1966558147	sigmod
333	1973828215	sigmod
334	2071776923	sigmod
335	1996544809	sigmod
336	2159115664	sigmod
337	2110783067	sigmod
338	2250527960	sigmod
339	1991115479	sigmod
340	21649289	sigmod
341	2139354505	sigmod
342	1976607278	sigmod
343	2124749975	sigmod
344	1977804217	sigmod
345	2111406286	sigmod
346	2081576642	sigmod
347	1995704833	sigmod
348	2083308531	sigmod
349	1992363839	sigmod
350	2033933009	sigmod
351	2011716962	sigmod
352	2142243881	sigmod
353	2119320829	sigmod
354	2117268753	sigmod
355	2144593768	sigmod
356	2121722315	sigmod
357	1967180046	sigmod
358	2039346857	sigmod
359	2026344425	sigmod
360	1974064568	sigmod
361	2044889021	sigmod
362	1969689393	sigmod
363	2123020735	sigmod
364	2041948528	sigmod
365	2068410942	sigmod
366	2057059055	sigmod
367	2016943858	sigmod
368	2065962568	sigmod
369	2028716971	sigmod
370	2028289124	sigmod
371	2103849501	sigmod
372	2008099090	sigmod
373	2133706543	sigmod
374	1979591385	sigmod
375	1123645132	sigmod
376	2083039049	sigmod
377	1982558719	sigmod
378	2046280917	sigmod
379	2008147205	sigmod
380	2110363867	sigmod
381	2073540046	sigmod
382	2012004227	sigmod
383	2137370514	sigmod
384	1982525351	sigmod
385	2076299151	sigmod
386	2013315566	sigmod
387	2172207436	sigmod
388	1967153225	sigmod
389	1986275041	sigmod
390	2143100570	sigmod
391	2074304726	sigmod
392	2011008538	sigmod
393	1990946453	sigmod
394	2089906307	sigmod
395	1991665234	sigmod
396	88787114	sigmod
397	1995773107	sigmod
398	1986274467	sigmod
399	1974786792	sigmod
400	1972149001	sigmod
