2143801440	4.761727273098937E-5
2112668678	8.020524117020724E-4
2103747951	4.7359468117631963E-5
2156100384	3.59203243904465E-5
1495363570	5.26732196081207E-5
2109369020	1.0386033602289461E-4
2093189534	4.081650806394327E-5
2203093142	3.044092540336928E-5
1989017925	3.313534199597561E-5
2244331736	3.215323758683093E-5
2106039833	1.613978686871351E-4
2012299525	3.044092540336928E-5
2054612076	3.044092540336928E-5
2247398386	3.215323758683093E-5
1518760419	3.044092540336928E-5
2167631575	1.1214530381947353E-4
2028505222	3.044092540336928E-5
329657804	3.044092540336928E-5
2132800423	1.2873747376831115E-4
2238409501	3.044092540336928E-5
2095850105	7.368914682054402E-5
2102841375	7.484763166540005E-5
1528459402	1.317307307188976E-4
2061781275	3.044092540336928E-5
1978220611	7.113025177655174E-4
2169116953	4.413942287106153E-5
2129391510	3.044092540336928E-5
168389790	4.3487113467838165E-5
2109131669	3.044092540336928E-5
2152116590	3.044092540336928E-5
2089059416	3.239785361303974E-5
2033341119	3.044092540336928E-5
1571410693	3.044092540336928E-5
2069027261	3.044092540336928E-5
1501213308	3.044092540336928E-5
2095549285	3.044092540336928E-5
1509802769	4.0538679764532746E-5
1495007564	7.405778033019654E-4
2170712852	3.1246719372057113E-5
2068447118	3.044092540336928E-5
1804205637	4.584921241139434E-4
2138612623	3.044092540336928E-5
2162940346	3.044092540336928E-5
2076634507	3.044092540336928E-5
2154322583	6.53555882106818E-4
1754860248	8.748563166123965E-5
2021751995	3.044092540336928E-5
2081536787	3.044092540336928E-5
2105386254	3.044092540336928E-5
2098866858	9.48523992624111E-5
2170551989	7.512489824400666E-5
1494141893	5.738133175221005E-5
2095360893	3.044092540336928E-5
2113789607	2.1061960124158676E-4
2004872883	3.957325704849784E-5
1965042175	3.4354781822709705E-5
2135827843	3.044092540336928E-5
2084761702	1.4589723943425384E-4
1976607278	2.0500207552841905E-4
2220604978	3.293156130658623E-5
2104806676	7.678769464793959E-5
11445661	3.044092540336928E-5
2072145531	3.251527010549744E-5
1988755505	3.044092540336928E-5
1570449007	3.044092540336928E-5
1992471782	3.957325704849782E-5
1517592599	3.857152755402074E-5
119006358	3.741468720959251E-5
2170688652	3.044092540336928E-5
2093050254	4.754182835391392E-5
2030011908	4.334300248932163E-5
1982769469	3.044092540336928E-5
1488319022	3.044092540336928E-5
2014888296	3.044092540336928E-5
2168029325	3.044092540336928E-5
2027259333	6.324082526788113E-5
1430675391	3.044092540336928E-5
2141922908	3.318062489690767E-5
2073433262	9.82485298620151E-5
2159679316	3.044092540336928E-5
2157408853	3.9573257048497785E-5
2079245459	3.044092540336928E-5
2123945507	3.9535322825866855E-5
2015956761	3.729017413721571E-5
2043752646	3.044092540336928E-5
2007074710	3.044092540336928E-5
1560091423	3.044092540336928E-5
2156010380	5.899339950536409E-5
2084383859	3.044092540336928E-5
2145797357	3.044092540336928E-5
2124971684	5.783792033875452E-5
2154045335	1.0382948015624736E-4
